,модель,цена usd,год производства,обьем двигателя,КПП,цвет,кузов,топливо,пробег,расположение руля,локация
1157,102,8653.0,2003.0,6,0,15,3,0,290000.0,1,30
1158,8,21000.0,2015.0,10,1,2,9,1,150000.0,0,9
1159,18,28500.0,2021.0,10,1,21,9,1,35000.0,0,9
1160,25,7500.0,2004.0,5,2,16,13,0,330000.0,0,43
1161,17,28500.0,2021.0,10,1,21,9,1,35000.0,0,9
1162,75,23000.0,2019.0,10,0,16,1,0,99779.0,0,43
1163,32,11500.0,2004.0,10,0,2,9,0,170000.0,1,9
1165,70,11950.0,2013.0,6,0,2,13,1,120000.0,0,9
1166,94,5571.0,2000.0,7,0,2,10,0,93656.0,1,9
1167,25,9200.0,2019.0,5,1,2,9,0,56000.0,0,9
1168,25,7900.0,2019.0,5,2,2,9,0,54000.0,0,9
1169,75,26200.0,2020.0,10,0,2,1,0,81000.0,0,9
1170,75,14500.0,2006.0,9,0,17,1,0,180000.0,0,9
1171,70,12500.0,2014.0,6,0,2,13,1,257495.0,0,9
1172,48,23500.0,2012.0,16,0,2,1,0,142426.0,0,43
1173,89,65000.0,2023.0,15,0,2,7,0,11800.0,0,9
1174,50,5927.0,1992.0,9,0,17,1,2,150000.0,1,7
1175,47,12000.0,1993.0,13,0,10,6,2,287000.0,1,9
1176,90,18000.0,2010.0,16,0,2,6,0,230000.0,1,9
1177,79,24500.0,2008.0,25,0,2,1,0,235000.0,0,9
1178,3,12200.0,2008.0,9,0,2,6,0,160000.0,1,9
1179,55,40500.0,2012.0,21,0,21,1,2,230000.0,0,9
1180,17,25000.0,2018.0,10,1,11,9,1,73000.0,0,9
1181,37,11024.0,2003.0,13,0,2,6,0,260000.0,1,9
1182,89,27000.0,2008.0,25,0,21,7,0,250000.0,0,9
1183,55,27000.0,2008.0,21,0,21,1,2,290000.0,0,9
1184,20,4149.0,2001.0,4,0,2,9,0,122000.0,1,43
1185,17,14100.0,2012.0,10,0,2,9,0,181000.0,0,43
1186,17,19500.0,2015.0,10,0,21,9,0,200000.0,0,9
1187,17,23500.0,2018.0,10,1,2,9,1,68000.0,0,9
1188,17,30500.0,2021.0,10,0,2,9,0,37000.0,0,9
1189,101,10669.0,2004.0,13,0,2,9,0,270000.0,1,24
1190,32,10000.0,2005.0,16,0,2,9,0,225674.0,1,43
1191,37,10100.0,2003.0,9,0,16,6,0,250000.0,1,9
1192,75,31000.0,2023.0,10,0,17,1,0,9000.0,0,9
1193,75,23500.0,2020.0,10,0,21,1,0,85000.0,0,9
1194,17,13900.0,2015.0,10,0,17,9,0,294000.0,0,9
1195,70,15000.0,2016.0,6,1,21,5,1,180000.0,0,9
1196,25,5808.0,2003.0,5,2,15,12,0,292000.0,0,34
1197,3,14000.0,2004.0,9,0,2,6,0,220000.0,0,34
1198,2,8500.0,2003.0,6,0,2,9,0,180000.0,1,9
1199,9,8000.0,2006.0,6,2,9,9,0,360000.0,0,9
1200,48,36000.0,2019.0,16,0,17,1,0,140000.0,0,9
1201,17,24000.0,2020.0,10,1,21,9,1,90000.0,0,9
1202,37,11800.0,2011.0,9,1,2,6,0,188000.0,1,9
1203,17,9128.0,2003.0,9,0,15,9,0,290000.0,1,43
1204,3,13500.0,2007.0,13,0,2,6,0,181567.0,0,9
1205,17,10500.0,2007.0,16,0,5,9,0,275000.0,0,9
1206,79,22800.0,2008.0,23,0,21,1,0,250000.0,0,9
1207,17,27499.0,2024.0,7,1,21,9,0,20.0,0,27
1208,75,15500.0,2010.0,9,0,2,1,0,120000.0,0,9
1209,3,13300.0,2006.0,9,0,2,6,0,202000.0,1,43
1210,17,27500.0,2024.0,7,1,21,9,0,14.0,0,27
1211,25,12200.0,2013.0,5,0,15,9,0,169300.0,0,9
1212,17,27500.0,2024.0,10,1,2,9,1,14.0,0,27
1213,17,27400.0,2024.0,7,1,21,9,0,20.0,0,27
1214,17,27000.0,2017.0,10,0,2,9,0,90000.0,0,9
1215,17,24600.0,2024.0,7,1,16,9,1,20.0,0,27
1216,17,27500.0,2024.0,7,1,2,9,0,20.0,0,27
1217,75,24500.0,2024.0,10,0,2,1,0,20.0,0,27
1218,54,11000.0,2003.0,13,0,21,1,0,250000.0,1,9
1219,75,24600.0,2024.0,7,1,2,1,0,14.0,0,27
1220,17,20000.0,2018.0,10,1,21,9,1,152000.0,0,9
1221,55,25500.0,2005.0,19,0,15,1,2,290000.0,0,9
1222,75,24500.0,2024.0,7,1,2,1,0,14.0,0,27
1223,75,24500.0,2024.0,7,1,12,1,0,15.0,0,27
1224,17,24500.0,2024.0,7,1,16,9,1,14.0,0,27
1225,17,27000.0,2023.0,10,0,21,9,0,140100.0,0,9
1226,75,23200.0,2024.0,7,1,21,1,0,2.0,0,27
1227,75,23000.0,2024.0,7,1,2,1,0,2.0,0,27
1228,75,23600.0,2024.0,10,1,21,1,1,2.0,0,27
1229,17,27300.0,2024.0,7,1,21,9,0,20.0,0,27
1230,75,23200.0,2024.0,10,1,2,1,1,2.0,0,27
1231,75,24500.0,2024.0,7,1,7,1,0,15.0,0,27
1232,75,24500.0,2024.0,7,1,21,1,0,15.0,0,27
1233,75,24500.0,2024.0,7,1,2,1,0,15.0,0,27
1234,17,26800.0,2024.0,7,1,21,9,1,20.0,0,27
1235,17,24500.0,2024.0,7,1,21,9,0,10.0,0,27
1236,17,24300.0,2024.0,7,1,21,9,0,2.0,0,27
1237,17,22600.0,2024.0,7,1,21,9,1,2.0,0,27
1238,75,27300.0,2024.0,10,0,2,1,1,20.0,0,27
1239,17,24000.0,2024.0,7,1,2,9,1,2.0,0,27
1240,17,24500.0,2024.0,7,1,2,9,0,15.0,0,27
1241,17,24900.0,2024.0,7,1,2,9,0,4.0,0,27
1242,75,24500.0,2024.0,7,1,12,1,0,15.0,0,27
1243,75,27000.0,2024.0,7,1,21,1,0,20.0,0,27
1244,75,23600.0,2024.0,7,1,2,1,0,20.0,0,27
1245,75,24500.0,2024.0,7,1,7,1,0,15.0,0,27
1246,75,24200.0,2024.0,7,1,21,1,0,15.0,0,27
1247,25,19990.0,2024.0,6,1,2,9,1,20.0,0,27
1248,75,24500.0,2024.0,10,0,20,1,1,20.0,0,27
1249,58,5334.0,1989.0,7,2,2,9,0,250000.0,1,13
1250,53,6900.0,2004.0,2,0,15,13,0,240000.0,1,9
1251,17,24600.0,2024.0,7,1,16,9,1,20.0,0,27
1252,63,6401.0,2003.0,7,0,2,6,0,284000.0,1,5
1253,17,24500.0,2024.0,7,1,2,9,1,20.0,0,27
1254,17,26200.0,2023.0,10,0,21,9,0,20.0,0,27
1255,17,23400.0,2023.0,10,0,2,9,0,2.0,0,27
1256,17,23300.0,2023.0,10,0,21,9,0,2.0,0,27
1257,17,24500.0,2024.0,7,1,21,9,0,20.0,0,27
1258,75,26000.0,2024.0,10,1,21,1,1,2.0,0,27
1259,75,23500.0,2024.0,7,1,21,1,0,2.0,0,27
1260,75,23500.0,2024.0,7,1,2,1,0,2.0,0,27
1261,17,24300.0,2024.0,7,1,2,9,0,20.0,0,27
1262,75,27500.0,2024.0,10,0,2,1,1,20.0,0,27
1263,75,26000.0,2024.0,7,1,2,1,0,15.0,0,27
1264,70,13200.0,2015.0,6,1,2,5,1,62000.0,0,9
1265,17,26500.0,2024.0,7,1,21,9,1,10.0,0,27
1266,34,9500.0,2007.0,20,0,2,9,0,180000.0,1,9
1267,48,58500.0,2024.0,7,0,2,1,0,13.0,0,9
1268,26,27200.0,2024.0,7,1,2,1,0,2.0,0,9
1269,8,28500.0,2019.0,10,1,21,9,1,77000.0,0,9
1270,75,33100.0,2024.0,7,1,2,1,0,1.0,0,9
1271,75,34100.0,2024.0,7,1,21,1,0,2.0,0,9
1272,32,11300.0,2010.0,16,0,15,9,0,150000.0,1,9
1273,53,6994.0,2003.0,2,0,15,13,0,207000.0,1,13
1274,19,11000.0,2008.0,14,0,12,2,0,289681.0,0,9
1275,3,15000.0,2008.0,13,0,2,6,0,111583.0,1,38
1276,104,5749.0,1999.0,2,2,15,3,0,179000.0,0,9
1277,0,35000.0,2018.0,18,0,2,1,0,56327.0,0,9
1278,37,9600.0,2002.0,9,0,2,6,0,377000.0,1,51
1279,95,6200.0,2009.0,2,1,21,13,0,300000.0,1,9
1280,17,19900.0,2018.0,10,0,21,9,0,170000.0,0,9
1281,102,8476.0,2005.0,6,0,17,3,0,250000.0,1,9
1282,75,27800.0,2024.0,10,1,2,1,1,3.0,0,27
1283,91,44600.0,2024.0,7,1,2,1,0,2.0,0,27
1284,75,23300.0,2024.0,7,1,1,1,0,3.0,0,27
1285,75,23600.0,2024.0,7,1,21,1,0,3.0,0,27
1286,75,23500.0,2024.0,7,1,2,1,0,3.0,0,27
1287,75,23200.0,2024.0,10,1,1,1,1,3.0,0,27
1288,75,27000.0,2024.0,10,1,12,1,1,3.0,0,27
1289,75,27600.0,2024.0,10,1,21,1,1,3.0,0,27
1290,75,26500.0,2024.0,10,1,5,1,1,3.0,0,27
1291,91,44600.0,2024.0,7,1,21,1,0,2.0,0,27
1292,53,4149.0,2002.0,4,0,12,13,0,360000.0,1,9
1293,17,19800.0,2018.0,10,0,2,9,0,168981.0,0,9
1294,91,35400.0,2024.0,10,1,21,1,1,3.0,0,14
1295,91,35400.0,2024.0,10,1,2,1,1,1.0,0,27
1296,52,9000.0,2003.0,9,0,16,3,0,240000.0,1,9
1297,48,21000.0,2011.0,16,0,15,1,0,184000.0,0,9
1298,17,15777.0,2016.0,10,0,21,9,0,195000.0,0,9
1299,46,10000.0,2007.0,16,0,21,1,0,204000.0,1,9
1300,17,8300.0,2004.0,9,2,21,9,0,220000.0,0,13
1301,3,18000.0,2005.0,13,0,15,6,0,190000.0,1,9
1302,46,25400.0,2024.0,10,1,2,1,1,2.0,0,27
1303,32,10700.0,2010.0,16,0,21,9,0,177258.0,1,43
1304,17,24500.0,2024.0,7,1,12,9,0,2.0,0,27
1305,17,24500.0,2024.0,7,1,2,9,0,3.0,0,27
1306,17,22700.0,2021.0,10,0,16,9,0,96560.0,0,9
1307,17,31500.0,2024.0,7,1,21,9,0,100.0,0,9
1308,17,28000.0,2024.0,7,1,2,9,1,2.0,0,27
1309,17,28000.0,2024.0,7,1,12,9,1,3.0,0,27
1310,17,25500.0,2024.0,10,1,21,9,1,2.0,0,27
1311,46,25400.0,2024.0,10,1,21,1,1,1.0,0,27
1312,8,28000.0,2018.0,10,1,15,9,1,156000.0,0,9
1313,17,23000.0,2024.0,10,0,21,9,0,3.0,0,27
1314,17,22800.0,2024.0,7,1,21,9,0,2.0,0,27
1315,3,14000.0,2006.0,13,0,2,6,0,190000.0,1,9
1316,0,41000.0,2022.0,18,0,2,1,0,6000.0,0,9
1317,9,6500.0,2005.0,7,0,16,5,0,233000.0,0,9
1318,25,27999.0,2024.0,6,1,15,9,1,8020.0,0,43
1319,17,9720.0,2003.0,9,0,2,9,0,199900.0,1,30
1320,17,24000.0,2017.0,10,0,21,9,0,185000.0,0,9
1321,17,23000.0,2019.0,10,1,16,9,1,147000.0,0,9
1322,48,31500.0,2021.0,16,0,17,1,0,14484.0,0,9
1323,25,5334.0,2007.0,5,2,15,9,0,280000.0,0,9
1324,80,18500.0,2016.0,16,0,16,6,0,194000.0,0,9
1325,17,10076.0,2008.0,9,0,21,9,0,290000.0,0,43
1326,17,18500.0,2018.0,10,0,15,9,0,108000.0,0,9
1327,7,6800.0,2008.0,7,2,21,13,2,322000.0,0,9
1328,54,12000.0,2002.0,13,0,21,1,0,300000.0,1,9
1329,48,39000.0,2017.0,16,1,21,1,1,60000.0,0,9
1330,101,8000.0,2002.0,13,0,17,9,0,50000.0,1,9
1331,17,20000.0,2020.0,10,0,16,9,0,61250.0,0,43
1332,17,21800.0,2021.0,10,0,12,9,0,54000.0,0,9
1333,8,31000.0,2019.0,16,0,2,9,0,91000.0,0,43
1334,53,6500.0,2004.0,4,0,15,13,0,160816.0,0,9
1335,55,34900.0,2011.0,23,0,15,1,0,240000.0,0,43
1336,53,4979.0,2005.0,4,0,2,13,0,385123.0,1,13
1337,50,8000.0,2000.0,11,0,2,1,0,400000.0,1,43
1338,0,51000.0,2022.0,18,0,9,1,0,45000.0,0,9
1339,17,11800.0,2008.0,16,0,16,9,0,262568.0,0,9
1340,10,11000.0,2003.0,7,0,15,3,0,206000.0,0,9
1341,17,15500.0,2015.0,10,0,15,9,0,156789.0,0,43
1342,17,14500.0,2015.0,10,0,21,9,0,220000.0,0,9
1343,69,7705.0,2002.0,7,2,15,6,2,400000.0,0,9
1344,17,25300.0,2019.0,10,0,2,9,0,42000.0,0,9
1345,97,8890.0,2007.0,7,1,2,6,0,230000.0,1,43
1346,75,26100.0,2019.0,10,0,15,1,0,59545.0,0,9
1347,3,13988.0,2005.0,13,0,2,6,0,154000.0,1,50
1348,48,49000.0,2020.0,16,0,12,1,0,22000.0,0,9
1349,103,6875.0,2008.0,4,0,15,9,0,262111.0,0,8
1350,17,17000.0,2017.0,10,0,21,9,0,189000.0,0,9
1351,70,15500.0,2018.0,6,1,15,5,1,130000.0,0,9
1352,7,9220.0,2010.0,5,2,15,13,0,260000.0,0,47
1353,9,4742.0,2000.0,7,2,9,13,2,252500.0,0,7
1354,18,6223.0,1998.0,10,0,2,10,0,480000.0,1,9
1355,17,8500.0,2002.0,9,0,2,9,0,300000.0,1,9
1356,17,11000.0,2004.0,9,0,2,9,0,160934.0,0,43
1357,75,25500.0,2019.0,10,1,16,1,1,138000.0,0,43
1358,25,4979.0,2003.0,5,0,15,13,0,333222.0,0,9
1359,0,16500.0,2004.0,18,0,2,1,0,170442.0,0,9
1360,102,9500.0,2004.0,6,0,2,3,0,247000.0,1,9
1361,17,17300.0,2016.0,7,0,2,9,0,160000.0,0,47
1362,75,20500.0,2018.0,10,0,16,1,0,50000.0,0,9
1363,25,2963.0,2000.0,2,0,2,9,0,500000.0,1,21
1364,17,8500.0,2003.0,9,0,15,9,0,225000.0,0,19
1365,70,13000.0,2014.0,6,0,15,13,1,165000.0,0,9
1366,8,28000.0,2018.0,10,1,2,9,1,105000.0,0,9
1367,17,8890.0,2003.0,9,2,16,9,0,395000.0,0,49
1368,17,37000.0,2021.0,10,0,2,9,0,47000.0,0,9
1369,55,48000.0,2013.0,22,0,21,1,0,212000.0,0,9
1370,17,18500.0,2014.0,10,1,2,9,1,141900.0,0,13
1371,70,17200.0,2018.0,6,0,2,5,1,130000.0,0,9
1372,79,133000.0,2023.0,15,0,2,1,1,7300.0,0,9
1373,56,43000.0,2014.0,18,0,2,1,0,63000.0,0,9
1374,10,7300.0,2001.0,7,2,15,3,2,42965.0,0,20
1375,48,32000.0,2019.0,16,0,2,1,0,50000.0,0,43
1376,22,15000.0,2004.0,20,0,15,9,0,119000.0,1,69
1377,0,38000.0,2021.0,18,0,21,1,0,64000.0,0,43
1378,102,8298.0,2003.0,6,0,17,3,0,200000.0,1,43
1379,17,23000.0,2021.0,10,0,15,9,0,110000.0,0,9
1380,75,28000.0,2022.0,10,0,9,1,0,85000.0,0,19
1381,75,20500.0,2017.0,10,0,17,1,0,78000.0,0,19
1382,17,10500.0,2007.0,9,0,2,9,0,170000.0,0,9
1383,17,11100.0,2011.0,9,1,2,9,1,185074.0,0,9
1384,37,10669.0,2002.0,9,0,15,6,0,380000.0,1,24
1385,17,14700.0,2012.0,10,1,2,9,1,130000.0,0,9
1386,18,15900.0,2017.0,10,0,21,9,0,148059.0,0,9
1387,75,13000.0,2018.0,10,0,15,1,0,275476.0,0,46
1388,48,23200.0,2020.0,16,0,15,1,0,86510.0,0,46
1389,48,18200.0,2018.0,11,0,15,1,0,234970.0,0,46
1390,17,16500.0,2018.0,10,0,21,9,0,178500.0,0,46
1391,75,18300.0,2019.0,10,0,16,1,0,119296.0,0,46
1392,48,27900.0,2018.0,16,0,16,1,0,100000.0,0,9
1393,75,13700.0,2018.0,10,0,0,1,0,195289.0,0,46
1394,44,38600.0,2024.0,9,0,2,1,0,13955.0,0,46
1395,55,32000.0,2008.0,18,0,2,1,0,272000.0,0,51
1396,59,8800.0,2006.0,10,0,2,9,0,350000.0,1,30
1397,17,15800.0,2018.0,16,0,2,9,0,166000.0,0,9
1398,48,30500.0,2018.0,16,0,16,1,1,160934.0,0,9
1399,17,8890.0,2003.0,9,2,15,9,0,250000.0,0,43
1400,70,15500.0,2017.0,6,0,2,5,1,190000.0,0,43
1401,9,10000.0,2004.0,9,0,16,5,0,100100.0,0,9
1402,48,32000.0,2021.0,10,0,2,1,1,65339.0,0,46
1403,58,5927.0,2001.0,10,0,2,9,0,325000.0,1,9
1404,0,28000.0,2020.0,18,0,2,1,0,88836.0,0,46
1405,79,37000.0,2019.0,25,0,2,1,0,133575.0,0,46
1406,55,31000.0,2008.0,23,0,21,1,0,273000.0,0,9
1407,6,7000.0,1992.0,13,0,21,9,0,223000.0,1,9
1408,17,17000.0,2021.0,10,0,2,9,0,49890.0,0,46
1409,17,14500.0,2018.0,10,1,2,9,1,53108.0,0,46
1410,17,15000.0,2019.0,10,0,2,9,0,90123.0,0,46
1411,79,26000.0,2018.0,25,0,2,1,0,164153.0,0,46
1412,75,22500.0,2021.0,10,1,2,1,1,109435.0,0,46
1413,75,28000.0,2023.0,10,0,16,1,1,56327.0,0,46
1414,8,27500.0,2022.0,16,0,21,9,0,37015.0,0,46
1415,75,14500.0,2018.0,10,0,2,1,0,127138.0,0,46
1416,75,24000.0,2022.0,10,0,2,1,1,38624.0,0,46
1417,17,27000.0,2023.0,16,0,2,9,0,18025.0,0,46
1418,48,29500.0,2021.0,10,0,16,1,1,104607.0,0,46
1419,0,28000.0,2020.0,18,0,16,1,0,65983.0,0,46
1420,79,35999.0,2018.0,25,0,21,1,0,189902.0,0,46
1421,48,21900.0,2016.0,16,0,21,1,0,152136.0,0,9
1422,17,23500.0,2024.0,10,1,15,9,1,6437.0,0,46
1423,48,28500.0,2018.0,16,0,2,1,0,177027.0,0,9
1424,43,4600.0,2000.0,7,0,21,3,0,300000.0,1,9
1425,0,25500.0,2018.0,18,0,16,1,0,130357.0,0,46
1426,48,18800.0,2008.0,14,1,9,1,1,221500.0,0,43
1427,48,30000.0,2021.0,10,0,2,1,1,106216.0,0,46
1428,17,27000.0,2022.0,16,0,2,9,0,51499.0,0,46
1429,70,15200.0,2020.0,6,0,2,5,1,70811.0,0,46
1430,32,29000.0,2023.0,10,1,16,11,1,27359.0,0,46
1431,0,25000.0,2018.0,18,0,21,1,0,113780.0,0,46
1432,79,93000.0,2023.0,15,0,2,1,1,35405.0,0,46
1433,55,75000.0,2018.0,25,0,2,1,0,91732.0,0,46
1434,79,34000.0,2018.0,25,0,2,1,0,125529.0,0,46
1435,75,14500.0,2018.0,10,0,2,1,0,119091.0,0,46
1436,17,11000.0,2010.0,10,0,2,9,0,252667.0,0,9
1437,75,50000.0,2022.0,10,0,2,1,1,27359.0,0,46
1438,72,17500.0,2016.0,6,0,2,10,1,120000.0,0,9
1439,70,18000.0,2021.0,6,0,2,5,1,70811.0,0,46
1440,75,19000.0,2020.0,10,0,16,1,0,54718.0,0,46
1441,48,21000.0,2018.0,16,0,16,1,0,99779.0,0,46
1442,91,22000.0,2021.0,10,1,2,1,1,133575.0,0,46
1443,70,17000.0,2021.0,6,0,15,5,1,45062.0,0,46
1444,25,19000.0,2023.0,6,1,15,9,1,4828.0,0,46
1445,10,7500.0,2002.0,7,2,9,3,0,325855.0,0,9
1446,70,24000.0,2023.0,7,0,2,5,1,11265.0,0,46
1447,70,21000.0,2023.0,7,0,15,5,1,33152.0,0,46
1448,48,22000.0,2018.0,16,0,9,1,0,86904.0,0,46
1449,55,17900.0,2001.0,19,0,15,1,2,340000.0,0,9
1450,37,10400.0,2009.0,9,1,15,6,0,192000.0,1,9
1451,0,35000.0,2023.0,18,0,15,1,0,22531.0,0,46
1452,89,87000.0,2023.0,15,0,16,7,1,33796.0,0,46
1453,32,44000.0,2023.0,9,0,2,11,1,37015.0,0,46
1454,50,5334.0,1993.0,13,0,17,1,2,300000.0,1,40
1455,0,47000.0,2023.0,18,0,2,1,0,59546.0,0,46
1456,10,6520.0,2001.0,7,2,15,3,2,321000.0,0,13
1457,89,45500.0,2021.0,25,0,16,7,0,159325.0,0,46
1458,0,31000.0,2019.0,18,0,2,1,0,112654.0,0,46
1459,8,15800.0,2014.0,16,0,2,9,0,180000.0,0,43
1460,8,24000.0,2021.0,10,1,2,9,1,162543.0,0,46
1461,75,15000.0,2018.0,10,1,16,1,1,199558.0,0,46
1462,48,35500.0,2022.0,10,0,21,1,1,59546.0,0,46
1463,17,24000.0,2022.0,10,1,2,9,1,49890.0,0,46
1464,17,19500.0,2021.0,10,0,15,9,0,59546.0,0,46
1465,91,25000.0,2021.0,10,1,21,1,1,45062.0,0,46
1466,17,27000.0,2018.0,10,0,2,9,0,62000.0,0,43
1467,17,29000.0,2023.0,16,0,15,9,0,5794.0,0,46
1468,85,51000.0,2020.0,13,0,12,4,0,26620.0,0,46
1469,75,28000.0,2022.0,10,0,2,1,1,38624.0,0,46
1470,44,64000.0,2023.0,9,0,2,1,0,19.0,0,46
1471,48,21000.0,2019.0,16,0,2,1,0,69837.0,0,46
1472,25,10500.0,2018.0,6,1,15,13,0,63402.0,0,46
1473,75,18500.0,2019.0,10,0,2,1,0,55361.0,0,46
1474,91,19500.0,2021.0,10,1,2,1,1,44334.0,0,46
1475,70,12500.0,2020.0,6,1,15,5,1,88092.0,0,46
1476,0,29500.0,2019.0,18,0,16,1,0,57936.0,0,46
1477,48,27500.0,2020.0,10,0,17,1,1,35694.0,0,46
1478,55,57000.0,2018.0,25,0,16,1,0,162802.0,0,46
1479,48,70000.0,2024.0,10,0,2,1,1,9600.0,0,9
1480,48,70000.0,2024.0,10,0,2,1,1,9600.0,0,9
1481,55,106500.0,2024.0,15,0,21,1,0,241.0,0,46
1482,80,27900.0,2021.0,10,0,15,6,1,71437.0,0,46
1483,80,17300.0,2018.0,16,0,11,6,0,222614.0,0,46
1484,75,21500.0,2020.0,10,1,2,1,1,91504.0,0,46
1485,70,21000.0,2021.0,6,0,16,5,1,94951.0,0,46
1486,48,21000.0,2018.0,16,0,17,1,0,129187.0,0,46
1487,17,14500.0,2020.0,10,0,12,9,0,180061.0,0,46
1488,55,109000.0,2022.0,15,0,2,1,0,30000.0,0,9
1489,55,92000.0,2021.0,25,0,21,1,0,59224.0,0,46
1490,48,37000.0,2020.0,10,0,16,1,1,133575.0,0,46
1491,79,85500.0,2023.0,15,0,2,1,1,25638.0,0,46
1492,55,48000.0,2011.0,21,0,21,1,2,148000.0,0,9
1493,0,52000.0,2023.0,18,0,21,1,0,9817.0,0,46
1494,48,33500.0,2021.0,16,0,2,1,0,23778.0,0,46
1495,75,19500.0,2020.0,10,0,2,1,0,30147.0,0,46
1496,70,11500.0,2018.0,6,1,21,5,1,233756.0,0,46
1497,48,22500.0,2018.0,16,0,15,1,0,118366.0,0,46
1498,17,16500.0,2018.0,10,1,15,9,1,160694.0,0,46
1499,25,10500.0,2018.0,6,0,11,9,0,50672.0,0,46
1500,91,22500.0,2021.0,10,1,16,1,1,186360.0,0,46
1501,70,14200.0,2018.0,6,1,2,5,1,116670.0,0,46
1502,48,26500.0,2021.0,10,0,2,1,1,25738.0,0,46
1503,17,14400.0,2018.0,10,0,21,9,0,178715.0,0,46
1504,55,62000.0,2018.0,25,0,21,1,0,98153.0,0,46
1505,89,33500.0,2021.0,25,0,21,7,0,37015.0,0,46
1506,80,28500.0,2021.0,10,0,2,6,1,24591.0,0,46
1507,8,21000.0,2019.0,16,0,15,9,0,144841.0,0,46
1508,80,18500.0,2020.0,16,0,11,6,0,49330.0,0,46
1509,70,15000.0,2018.0,6,0,15,5,1,123919.0,0,46
1510,0,38500.0,2022.0,18,0,2,1,0,72420.0,0,46
1511,75,22000.0,2021.0,10,1,2,1,1,25184.0,0,46
1512,48,23500.0,2019.0,16,0,2,1,0,126058.0,0,46
1513,17,15500.0,2019.0,10,0,15,9,0,54086.0,0,46
1514,0,29000.0,2019.0,18,0,2,1,0,80467.0,0,46
1515,48,35000.0,2023.0,10,0,2,1,1,69202.0,0,46
1516,48,35000.0,2022.0,16,0,2,1,0,46832.0,0,46
1517,79,45500.0,2021.0,25,0,21,1,0,147255.0,0,46
1518,75,21500.0,2020.0,10,0,2,1,0,75639.0,0,46
1519,55,53000.0,2014.0,22,0,2,1,0,167000.0,0,9
1520,48,33500.0,2022.0,10,0,21,1,1,39429.0,0,46
1521,48,55000.0,2023.0,10,0,16,1,1,4170.0,0,59
1522,80,50000.0,2021.0,10,0,2,6,1,117000.0,0,59
1523,56,29900.0,2015.0,13,2,2,1,2,225000.0,0,9
1524,0,34990.0,2018.0,18,0,16,1,0,125528.0,0,9
1525,52,7705.0,2002.0,9,0,15,3,0,280000.0,1,43
1526,80,39000.0,2021.0,10,0,16,6,1,12000.0,0,9
1527,17,7112.0,2002.0,9,0,16,9,0,300000.0,1,43
1528,80,16500.0,2010.0,11,0,16,6,0,222000.0,0,9
1529,17,32000.0,2021.0,10,0,15,9,0,40000.0,0,9
1530,70,14000.0,2016.0,6,1,17,5,1,230000.0,0,9
1531,17,29000.0,2020.0,10,1,21,9,1,29000.0,0,9
1532,9,4564.0,2001.0,7,2,16,9,0,250000.0,0,43
1533,8,16500.0,2014.0,10,1,16,9,1,143000.0,0,9
1534,17,14000.0,2016.0,10,0,21,9,0,70000.0,0,9
1535,79,23500.0,2008.0,25,0,2,1,0,250000.0,0,9
1536,17,26500.0,2018.0,10,0,2,9,0,172199.0,0,9
1537,9,7824.0,2005.0,6,0,15,9,0,277000.0,0,13
1538,18,9750.0,2003.0,9,0,2,9,0,177500.0,1,9
1539,75,27400.0,2021.0,10,1,16,1,1,52000.0,0,9
1540,48,45000.0,2024.0,10,0,2,1,1,58.0,0,9
1541,79,23500.0,2005.0,23,0,15,1,0,235000.0,0,9
1542,75,31090.0,2019.0,10,0,16,1,1,70000.0,0,59
1543,8,18400.0,2016.0,10,1,15,9,1,136794.0,0,9
1544,17,14000.0,2017.0,10,1,2,9,1,161000.0,0,9
1545,17,13200.0,2012.0,10,0,16,9,0,210824.0,0,43
1546,75,36190.0,2022.0,10,0,2,1,1,4330.0,0,59
1547,9,4149.0,1998.0,6,2,9,9,0,245678.0,0,23
1548,17,11500.0,2016.0,10,0,21,9,0,184000.0,0,43
1549,8,18600.0,2015.0,10,1,15,9,1,186000.0,0,43
1550,9,7942.0,2006.0,6,2,15,10,0,250000.0,0,43
1551,75,24500.0,2019.0,10,0,17,1,0,56327.0,0,9
1552,9,7600.0,2004.0,7,2,15,10,0,358261.0,0,9
1553,48,28000.0,2021.0,16,0,21,1,0,65826.0,0,9
1554,0,38500.0,2019.0,18,0,2,1,0,27000.0,0,9
1555,48,45900.0,2020.0,10,0,16,1,1,72000.0,0,9
1556,17,14000.0,2004.0,14,0,6,9,0,325309.0,0,8
1557,48,23500.0,2016.0,16,0,21,1,0,225308.0,0,9
1558,56,24500.0,2006.0,18,0,21,1,0,350000.0,0,9
1559,8,26500.0,2019.0,10,1,21,9,1,110000.0,0,59
1560,53,6401.0,2002.0,4,0,2,13,0,184879.0,1,50
1561,17,26000.0,2021.0,10,0,2,9,0,85000.0,0,9
1562,75,16700.0,2018.0,10,0,16,1,0,84000.0,0,59
1563,75,19000.0,2017.0,10,0,16,1,0,180246.0,0,9
1564,75,15500.0,2017.0,10,0,21,1,0,215652.0,0,9
1565,17,38500.0,2024.0,7,1,3,9,1,20.0,0,9
1566,79,46000.0,2020.0,25,0,21,1,0,72504.0,0,46
1567,71,12000.0,2018.0,4,0,2,13,1,120000.0,0,59
1568,48,35000.0,2021.0,10,0,2,1,1,45062.0,0,9
1569,17,15000.0,2020.0,10,1,16,9,1,96560.0,0,9
